Practice Number,Practice Name,Dispensing,Physical Address,City or Town,Province,Telephone Number,Longitude,Latitude,Map
768235,BAPELA,Yes,"Shop 9, Ga-motlane",Polokwane,Limpopo,079 2941408,29°19′20.27″E,24°21′34.048″S,View Map
793841,DR V F KUBAI INC,Yes,"44 Joe Slovo Street, Modimolle",Modimolle,Limpopo,014 9406697,28°24′32.576″E,24°42′19.171″S,View Map
187100,MUSHWANA,Yes,"Shop 4a, Letsitele Shopping Complex",Letsitele,Limpopo,072 5753282,,,
221880,SHIRINDA,Yes,"Bungeni Village, Elim Hospital",Louis Trichardt,Limpopo,082 5346539,30°3′23.76″E,23°9′12.24″S,View Map
242144,MALULEKA,Yes,2637 Mekwa Section,Makapaanstad,Limpopo,082 7696101,28°7′5.16″E,25°14′2.76″S,View Map
249076,VAN JAARSVELD,Yes,"Sentra Building, 252 Voortrekker Road, Vaalwater",Vaalwater,Limpopo,082 8552627,28°6′36.277″E,24°17′51.536″S,View Map
250139,MABUNDA,Yes,"3rd Avenue, Siesta Place Unit 2 Extension 4, Tzaneen",Tzaneen,Limpopo,015 3072747,30°9′44.314″E,23°49′46.789″S,View Map
263214,MANKOANI,Yes,"Letaba Cross Medical Centre, 1315 Church Street, Lenyenye",Tzaneen,Limpopo,079 6796273,30°16′8.393″E,23°58′8.899″S,View Map
302031,MUDAU,Yes,"Shop 14, 51 Schoeman Street, Polokwane",Polokwane,Limpopo,015 0650870,29°27′13.032″E,23°54′38.448″S,View Map
303011,THUBAKGALE,Yes,"Stand 42 Mathibela Phase 1, Groothoekhospitaal",Polokwane,Limpopo,015 6424150,29°20′43.3″E,24°18′54.194″S,View Map
346322,NGOBENI,Yes,"30 P East Hanyani Medical, Centre Mphephu Drive, Thohoyandou",Thohoyandou,Limpopo,015 9625837,30°27′26.712″E,22°58′58.129″S,View Map
349291,NYARHI,Yes,"Shop 9 Shoprite Phangami Mall, Punda Maria Road (r524), Thohoyandou",Thohoyandou,Limpopo,083 7304514,30°29′15.922″E,22°58′19.541″S,View Map
371106,MALUNGANI,Yes,"No 883b, 91 Tambo Street",Nkowankowa,Limpopo,071 1197803,30°18′1.08″E,23°53′25.62″S,View Map
386901,NETSHISAULU,Yes,"N1537, R527 Road, Vuwani",Louis Trichardt,Limpopo,082 5382119,30°25′17.04″E,23°8′6.72″S,View Map
398934,NGOBENI,Yes,"Shop 6 Slan Boutique Comp, 55 Ruiter Street, Mokopane",Mokopane,Limpopo,015 4916663,29°0′39.017″E,24°10′51.91″S,View Map
566,MAOWASHA,Yes,"Wolkberg Building, 28 Danie Joubert Street, Tzaneen",Tzaneen,Limpopo,015 3077550,30°9′42.84″E,23°49′32.16″S,View Map
14915,NAIDOO,Yes,"13 Chris Hani Way, Bela-bela",Bela-Bela,Limpopo,014 7365123,28°17′30.166″E,24°53′5.607″S,View Map
28347,TEFFO S F POTO L T,Yes,"Shop 23 Palm Centre, Cnr Grobler & Biccard Street, Polokwane",Polokwane,Limpopo,015 2957693,29°27′22.262″E,23°54′30.492″S,View Map
28916,MANGOTLO,Yes,"85a Onder Street, Polokwane",Polokwane,Limpopo,015 2914242,29°26′37.19″E,23°54′21.364″S,View Map
30554,MATHOSA,Yes,"390 Mamabolo Street, Mookgophong",Mookgopong Rural,Limpopo,014 7433445,28°43′30.658″E,24°31′10.26″S,View Map
33170,SENOAMADI,Yes,"31 Ruiter Road, Mokopane",Mokopane,Limpopo,010 4472626,29°0′43.24″E,24°10′40.998″S,View Map
70157,MASINGI,Yes,"Ladanna Medical Centre, 18a Witklip Street, Ladanna",Polokwane,Limpopo,015 2930370,29°26′31.668″E,23°52′44.508″S,View Map
74063,NANGAMMBI,Yes,"Block P East, 259 Garden Route, Thohoyandou",Thohoyandou,Limpopo,015 9625001,30°27′48.707″E,22°58′23.17″S,View Map
105724,RAMAVHANDA,Yes,Stand No 1179,Vleifontein,Limpopo,015 5564367,,,
125520,SCHULENBURG,Yes,"Stand 1975, Lebowakgomo Zone A",Lepelle-Nkumpi Rural,Limpopo,015 6324310,29°32′33.613″E,24°18′0.827″S,View Map
269891,ABDOOL,Yes,"18 Oriental Plaza, Standerton",Standerton,Mpumalanga, ,29°13′13.637″E,26°56′37.756″S,View Map
273155,TSOENE,Yes,"1102 Lehodi Gardens, Siyathemba",Balfour,Mpumalanga,071 4799968,28°36′42.814″E,26°39′6.769″S,View Map
288543,MOTLHABI,No,"Shop No 8, Bloomfield Lane",Ermelo,Mpumalanga,017 8111526,29°59′4.2″E,26°31′18.84″S,View Map
290793,NXUMALO,Yes,"1a Zuidend Street, Mkhondo",Piet Retief,Mpumalanga,017 8264040,30°48′5.648″E,27°0′31.692″S,View Map
291439,DHLAMINI,Yes,"130 Bram Fisher Drive, Evander",Evander,Mpumalanga,017 6323755,29°6′38.974″E,26°28′31.471″S,View Map
332100,MOLELI,Yes,"Shop 31 Kg Mall, Cnr N4 & Mathews Phosa Street, Kwaguqa",Emalahleni,Mpumalanga,065 9662530,29°7′49.528″E,25°52′18.157″S,View Map
355801,GOOSEN,No,"15 Perel Street, Rayton",Rayton,Mpumalanga,012 7860950,28°31′44.39″E,25°44′16.001″S,View Map
379131,MHLONGO,No,"17 Market Square Sabie Medical, Centre Cnr Loius Trichard & Main, Street",Sabie,Mpumalanga,013 7642134,30°46′47.02″E,25°5′57.297″S,View Map
389366,NTSHALINTSHALI,Yes,"Shop 1239/4 Dikai Centre, R40 Road, Hazyview",Hazyview,Mpumalanga,013 7376061,31°7′40.281″E,25°2′34.434″S,View Map
418463,VISSER AND ASSOCIATE,Yes,"Swanglo Cc Building Medical, Centre 4 Main Road, Kinross",Evander,Mpumalanga,017 6871776,29°5′29.12″E,26°25′6.591″S,View Map
428906,ZULU,Yes,"Shop 14 Block 4, Rodium Street",Steelpoort,Mpumalanga,082 3127804,30°19′12.579″E,24°40′5.919″S,View Map
448745,MAMABOLO,No,166 Marone Street,Burgersfort,Mpumalanga, ,29°28′31.08″E,24°18′39.6″S,View Map
449040,UYS,Yes,"21 Eric Louw Street, Secunda",Secunda,Mpumalanga,017 6323543,29°11′28.963″E,26°30′44.261″S,View Map
451010,LINDEQUE,No,"93 Petunia Street, Balfour",Balfour,Mpumalanga,017 7730248,28°35′14.827″E,26°39′29.86″S,View Map
469319,DIBAKWANE,Yes,"Shop 6 Kgotso Building, 169 Ribbok Street, Burgersfort",Burgersfort,Mpumalanga,013 1705509,30°19′15.488″E,24°40′7.111″S,View Map
25631,MOJAPELO,Yes,"Lynnville Medical Centre, 1547 Maluka Street, Lynnville",Emalahleni,Mpumalanga,013 6961100,29°11′33.18″E,25°52′44.797″S,View Map
28592,SELESHO,Yes,"Phola Township, 1550 Phetla Street, Ogies",Ogies,Mpumalanga,081 5428966,29°2′58.278″E,26°2′58.27″S,View Map
43656,AYOB,Yes,"25 Voortrekker Street, Amsterdam",Amsterdam,Mpumalanga,017 8469991,30°39′44.044″E,26°37′23.177″S,View Map
68853,KOLLER,No,"62 Ueckermann Street, Heidelberg",Heidelberg,Mpumalanga,016 3414121,28°21′28.001″E,26°30′7.906″S,View Map
70939,LESHALABE,Yes,"Stand 244, Vleeshboom Village",Nebo,Mpumalanga,072 2329487,29°46′0.12″E,24°54′0″S,View Map
73830,MKHABELE,No,"Suite 957 Zone A, Calvin Ngobeni Drive, Namakgale",Phalaborwa,Mpumalanga,015 7691669,31°1′44.76″E,23°56′8.52″S,View Map
79995,KENNY,Yes,"Nelspruit Plaza Shopping Co, 1a Cnr Henshall & Andrew Street",Nelspruit,Mpumalanga,013 7553609,30°58′42.196″E,25°28′3.165″S,View Map
109363,RONOH,Yes,"9 Westra Building, Cnr Kruger Street & Haig Avenue, Emalahleni",Emalahleni,Mpumalanga,067 6811321,29°12′49.887″E,25°52′35.338″S,View Map
132675,KHUMALO,Yes,"30a Joubert Street, Mkhondo",Piet Retief,Mpumalanga,017 8264882,30°48′3.329″E,27°0′32.33″S,View Map
140007,THERON,No,"22a Clerq Street, Bethal, Null",Mpumalanga,Mpumalanga,017 6476238,,,
145866,POTGIETER,No,"54 Merz Street, Heidelberg",Heidelberg,Mpumalanga,016 3416150,28°21′31.295″E,26°30′7.622″S,View Map
153761,PEER,Yes,"Shop 1 Mashego Centre, Hospital Road, Bushbuckridge",Hazyview,Mpumalanga,013 7992310,31°2′47.076″E,24°50′23.43″S,View Map
160792,VAN ZYL,Yes,111 Bree Street,Amersfoort,Mpumalanga,017 7531025,29°51′37.44″E,27°0′28.8″S,View Map
172774,LEE,No,"54 Merz Street, Heidelberg",Heidelberg,Mpumalanga,016 3416150,28°21′31.295″E,26°30′7.622″S,View Map
176796,KATHRADA,Yes,"Shop 1 Mashego Centre, Hospital Road, Bushbuckridge",Hazyview,Mpumalanga,013 7992310,31°2′47.076″E,24°50′23.43″S,View Map
1556606,THUBAKGALE,Yes,"Stand 548, Vaalbank",Dr Js Moroka Rural,Mpumalanga,078 7232818,28°50′26.684″E,25°9′36.877″S,View Map
1559222,LUKOMBO,No,"Van Biljon Building, 23 Fitzgerald Street, Emakhazeni",Emakhazeni,Mpumalanga,013 2530887,30°2′28.239″E,25°41′41.564″S,View Map
1562762,BASSA,Yes,"Mzantsi Ethical Research Centre, 184 Cowen Ntuli Street, Middelburg",Middelburg,Mpumalanga,013 2825218,29°27′36.883″E,25°46′10.236″S,View Map
1563459,LEDWABA,Yes,"Nyanyathu, 3637 Zulu Street, Mhluzi",Middelburg - Mp,Mpumalanga,013 2411262,29°26′52.44″E,25°44′43.08″S,View Map
1566717,DU PLOOY,Yes,"Rand Street Building, 13 Norda Street, Leslie",Leandra,Mpumalanga,017 6830158,28°55′14.429″E,26°22′15.498″S,View Map
1575066,MAHOMED,Yes,"Shop 3 Josrah Centre, Main Road, Ogies",Ogies,Mpumalanga,013 6431014,29°3′34.272″E,26°2′58.488″S,View Map
1581872,VAN ZYL,No,"Allmed Kliniek, 23 Mel Mentz Street, Ermelo",Ermelo,Mpumalanga,017 8115821,29°59′12.85″E,26°32′33.75″S,View Map
1582739,BREYTENBACH,No,"9 South Street, Cullinan",Cullinan,Mpumalanga,012 7340911,28°30′40.577″E,25°40′6.232″S,View Map
1583549,MAKGATHO,Yes,"1911 Ekangala Ext F, Ekangala",Ekangala,Mpumalanga,082 8961894,28°44′16.285″E,25°40′40.968″S,View Map
1586092,LE ROUX,Yes,"4a Northey Street, Emalahleni",Emalahleni,Mpumalanga,013 6562287,29°12′57.723″E,25°52′40.735″S,View Map
1523155,LANDSBERG,No,"42 Kruger Street, Erasmus",Bronkhorstspruit,Mpumalanga,013 9320104,28°44′41.496″E,25°48′29.772″S,View Map
1531735,GROBLER,Yes,"Kwa Mhlanga Taxi Rank Crossroad, Medical Centre, Kwamhlanga",Kwamhlanga,Mpumalanga,013 9472285,28°43′12.62″E,25°24′7.725″S,View Map
1534319,JANSE VAN RENSBURG,Yes,"18 Air Street, Malelane",Malelane,Mpumalanga,013 7901433,31°30′28.256″E,25°29′47.822″S,View Map
1539825,MAHOMED,Yes,"Stand 2457, Moloto Road, Moloto",Cullinan,Mpumalanga,013 9486999,28°38′8.986″E,25°27′21.235″S,View Map
1545590,NKAMBULE,Yes,"Shop 4 Kelly Shopping Complex, Kabokweni Road, Kabokweni",Kabokweni,Mpumalanga,081 4581681,31°7′35.925″E,25°20′43.607″S,View Map
1554743,MAHLANGU,Yes,"Stand 2231 Vezubuhle Medical, Centre, Kwamhlanga",Kwamhlanga,Mpumalanga,013 9547207,28°46′31.62″E,25°23′30.048″S,View Map
1555189,VAN WYK,No,"30 Alie Van Bergen Street, White River",White River,Mpumalanga,013 7512700,31°0′45.309″E,25°19′46.689″S,View Map
1479032,SCHUTTE,Yes,"66 Voortrekker Street, Hendrina",Hendrina,Mpumalanga,013 2930351,29°42′52.453″E,26°9′16.012″S,View Map
1487086,NOOR MOHAMED,Yes,"31 Voortrekker Street, Carolina",Carolina,Mpumalanga,017 8431386,30°7′4.743″E,26°4′14.731″S,View Map
1490265,DRS VAN HEERDEN & PARTNERS,Yes,"30 Kerk Street, Standerton",Standerton,Mpumalanga,017 7125381,29°14′38.22″E,26°57′0.166″S,View Map
1495232,JACOBS,Yes,"Suite 2 Ground Floor Medforum, Building Heunis Street, Secunda",Secunda,Mpumalanga,017 6341114,29°10′57.166″E,26°30′26.491″S,View Map
1498924,JANSEN VAN VUUREN,Yes,"49 Cnr Louis Trichardt Avenue &, Oorwinning Street, Graskop",Graskop,Mpumalanga,013 7671124,30°50′34.216″E,24°55′54.343″S,View Map
1498983,MEYER,No,"35 Van Der Westhuizen Street, Heidelberg",Heidelberg,Mpumalanga,016 3412545,28°21′31.373″E,26°29′51.842″S,View Map
1499483,BARENDRECHT,Yes,"Stand 2121, Khama Street, Embalenhle",Embalenhle,Mpumalanga,017 6855069,29°4′26.818″E,26°32′34.796″S,View Map
1501542,DR'S DE WAAL SPOELSTRA AND PARTN,Yes,"1st Floor Room 110 Ampath, Centre De La Vie Beatty Avenue, Emalahleni",Emalahleni,Mpumalanga,013 6566642,29°13′52.968″E,25°53′2.668″S,View Map
1511289,HAJEE,Yes,"61 Lange Street, Lydenburg",Lydenburg,Mpumalanga,013 2351435,30°26′54.697″E,25°5′41.258″S,View Map
1512021,PRETORIUS,Yes,"6 Zuid Street, Amersfoort",Amersfoort,Mpumalanga,017 8263560,29°51′54.41″E,27°0′46.685″S,View Map
1428284,MOGALE,Yes,"Shop No 2b Vp Da Silva Trust, Building Ennis Street, Ermelo",Ermelo,Mpumalanga,017 8114642,29°59′17.88″E,26°31′5.52″S,View Map
1433962,HAGROO,Yes,"40 Church Street, Kwaguqa",Emalahleni,Mpumalanga,013 6965173,29°8′0.035″E,25°54′19.605″S,View Map
1435841,KARIM & PARTNERS,Yes,"38 Chris Hani Street, Bethal",Bethal,Mpumalanga,017 6472368,29°27′40.43″E,26°27′26.344″S,View Map
1439804,ESTERHUIZEN,No,"42 Kruger Street, Erasmus",Bronkhorstspruit,Mpumalanga,013 9320104,28°44′41.496″E,25°48′29.772″S,View Map
1447394,CLOETE,No,"Klipmed Building Cnr Rosemead, Road & Theunis Janson Avenue, Klipfontein",Emalahleni,Mpumalanga,013 6970123,29°14′8.49″E,25°54′2.208″S,View Map
1452835,SULAMAN,Yes,"15 Station Road, Balfour",Balfour,Mpumalanga,017 7730212,28°34′49.17″E,26°39′39.852″S,View Map
1454773,VENTER J A & PARTNER,Yes,"46 Louis Trichardt Street, Volksrust",Volksrust,Mpumalanga,017 7355101,29°52′56.158″E,27°22′7.999″S,View Map
1457136,PELSER,Yes,"15 Springbok Crescent, Kriel",Kriel,Mpumalanga,017 6482520,29°15′43.618″E,26°15′13.396″S,View Map
1468200,JOUBERT P J S & ADENDORFFS,Yes,"Kriel Medical Centre, Bokmakierie Drive, Kriel",Kriel,Mpumalanga,017 6482111,29°16′2.554″E,26°15′53.071″S,View Map
809179,MDHLULI,No,"4829 John Dube Laan, Botleng",Witbank,Mpumalanga,012 0231884,28°41′57.808″E,26°6′16.136″S,View Map
943258,ISMAIL,Yes,2136 Khama Street,Embalenhle,Mpumalanga,017 6851051,,,
951528,S ALKEMA AND ASSOCIATES,No,"62 Ueckermann Street, Heidelberg",Heidelberg,Mpumalanga,016 3414121,28°21′28.001″E,26°30′7.906″S,View Map
953121,VAN DER LINDE,No,"3 General Street, Barberton",Barberton,Mpumalanga, ,31°3′11.665″E,25°47′35.311″S,View Map
1088734,MOLOTO,Yes,"Stand 4 Moroke Village, Sekhutlong Street, Burgersfort",Burgersfort,Mpumalanga, ,30°20′5.649″E,24°40′52.92″S,View Map
1403850,BARTON,Yes,"Shop 5, Shoprite Mall, 43 Lange Street",Lydenburg,Mpumalanga,013 2353667,30°26′57.72″E,25°5′36.871″S,View Map
1412558,JANSEN,No,"31a Botha Avenue, Emalahleni",Emalahleni,Mpumalanga,013 6562795,29°13′7.245″E,25°52′34.71″S,View Map
1417908,DINDAR & PARTNERS,Yes,"104 Breytenbach Street, Breyten",Breyten,Mpumalanga,017 8613219,29°59′36.583″E,26°18′1.256″S,View Map
1422537,BASSON,No,"Suite 26 Promenade Shopping, Centre Samora Machel Drive, Mbombela",Mbombela,Mpumalanga,013 7551598,30°58′45.521″E,25°28′14.055″S,View Map
482234,MOJALEFA,Yes,"Shop 8a, Rhodium Street, Steelpoort",Steelpoort,Mpumalanga,013 2303823,30°10′13.716″E,24°48′3.088″S,View Map
522864,NHLABATHI,No,"2318 Elukwatini Main Road, Elukwatini",Elukwatini,Mpumalanga, ,30°48′34.92″E,26°2′16.8″S,View Map
525464,MPOSI,Yes,"Stand 230, Tukakgomo, Steelpoort",Steelpoort,Mpumalanga,081 7356342,30°9′32.523″E,24°44′22.818″S,View Map
607711,KASONGO,Yes,"175 Cowen Ntuli Street, Middelburg",Middelburg,Mpumalanga,013 2432115,29°27′30.314″E,25°46′5.919″S,View Map
611433,MKHABELA,Yes,"No 5 Meropa Office Complex, Acornhoek",Bushbuckridge Rural,Mpumalanga,013 7959001,31°31′34.675″E,24°38′52.632″S,View Map
614270,DR N T MACHEBE INCORPORATED,Yes,"Shop P4-8 Geoff Godrich Square, Cnr Lanham & Kruger Street, Erasmus",Bronkhorstspruit,Mpumalanga,013 9351485,28°44′46.003″E,25°48′10.658″S,View Map
620416,DR S L THWALA INCORPORATED,Yes,"Stand 60 Kwamhola, Barberton",Barberton,Mpumalanga,013 7136834,31°1′37.414″E,25°46′14.923″S,View Map
625302,MASEMOLA,Yes,"Shop 1 Kgolane Complex, Hospital Street, Jane Furse",Burgersfort,Mpumalanga, ,28°58′59.274″E,24°9′7.776″S,View Map
627216,MOSEAMEDI,Yes,"Shop 3, 20 Njala Street, Phalaborwa",Phalaborwa,Mpumalanga,015 7813841,31°7′56.304″E,23°57′3.928″S,View Map
694142,SIBIYA,Yes,"Stand 5209, Embalenhle Ext 9",Embalenhle,Mpumalanga,017 6855229,29°4′30.301″E,26°33′8.752″S,View Map
741914,SIBEKO,Yes,"23 Kerk Street, Carolina",Carolina,Mpumalanga,060 5289673,30°7′1.659″E,26°4′28.027″S,View Map
749648,DR S N XABA INCORPORATED,No,"Zone 14, 2 Machibini Drive, Kwaguqa",Emalahleni,Mpumalanga,013 6954545,29°6′33.282″E,25°52′9.85″S,View Map
760498,MOODLEY,No,"Shop C5 Secunda Village Mall, Five Star Superstar, Secunda",Secunda,Mpumalanga,084 2608370,29°13′4.452″E,26°31′12.486″S,View Map
775274,MANZINI,Yes,"Shop 31 Simunye Shopping Mall, Arend Way, Hazyview",Hazyview,Mpumalanga,013 7377321,31°7′37.116″E,25°2′28.937″S,View Map
781711,VAN HEERDEN,No,"Allmed Clinic, 23 Mel Mentz Street, Ermelo",Ermelo,Mpumalanga,017 8115821,29°59′12.85″E,26°32′33.75″S,View Map
188026,RAMAN,No,"10 Charles Cilliers Street, Secunda",Secunda,Mpumalanga,017 6311928,29°11′58.506″E,26°30′40.139″S,View Map
205842,MKHATSHWA,Yes,"Suite 4 Strydom Spar Shopping, Centre 15 William Lynn Street, White River",White River,Mpumalanga,013 7502647,31°1′14.755″E,25°19′35.856″S,View Map
226211,MAVUSO,Yes,"6371 Cobra Street, Kanyamazane",Kanyamazane,Mpumalanga,013 7941026,31°11′2.379″E,25°27′58.854″S,View Map
239046,T J BOTHA INCORPORATED,Yes,"Prime Cure-medi Centre, 9 Or Tambo Street, Middelburg",Middelburg,Mpumalanga,013 2431435,29°27′21.834″E,25°46′2.72″S,View Map
1561642,RAMARUMO,Yes,"Room 24 Mogwase Forum, 1401 Tlhantlhagane Street, Mogwase",Rustenburg,North West,014 5556108,27°14′54.24″E,25°15′34.2″S,View Map
1563394,NEL,No,"Shop 24 The Islands Centre, R512, Hartbeespoort",Hartbeespoort,North West,012 2440744,27°51′1.745″E,25°46′17.955″S,View Map
1566792,MANSOOR,Yes,"Shop 10a Plaza Shopping Centre, Nelson Mandela Drive, Mahikeng",Mmabatho,North West,018 3817500,25°38′35.65″E,25°51′38.145″S,View Map
1581589,DE VILLIERS,No,"28 Hood Road, Orkney",Orkney,North West,018 4730338,26°40′0.116″E,26°58′48.15″S,View Map
1514083,OMAR,Yes,"Shop 2 Octron Building, Dr James Moroka Street, Potchefstroom",Potchefstroom,North West,018 2943927,27°3′44.176″E,26°43′28.174″S,View Map
1515292,CHAMBERS,No,"Shop 2&3 Alkmaar House Civic, Centre Somerset Drive, Stilfontein",Stilfontein,North West,018 4843546,26°46′25.717″E,26°50′36.524″S,View Map
1521683,CHIBI,Yes,"Lonrho Drive, Mooinooi",Mooinooi,North West,014 5743078,27°33′26.492″E,25°45′1.967″S,View Map
1522507,DIALE,Yes,"1321 Diale Street, Hartbeesfontein",Hartbeesfontein,North West,012 2700534,27°12′14.571″E,25°38′40.645″S,View Map
1525670,ERASMUS,Yes,"88b Rivier Street, Potchefstroom",Potchefstroom,North West,018 2947410,27°6′4.917″E,26°42′50.215″S,View Map
1526081,VENTER,No,"Suite 103 Mooimed Private, Hospital 1 Chief Albert Luthuli, Potchefstroom",Potchefstroom,North West,018 2930384,27°5′46.477″E,26°42′0.303″S,View Map
1527681,MOROKE,No,"10 Lamb Road, Orkney",Orkney,North West,018 4735477,26°40′2.424″E,26°58′57.108″S,View Map
1534246,PRETORIUS,Yes,"57 Berg Street, Rustenburg",Rustenburg,North West,014 5926596,27°14′24.618″E,25°40′7.753″S,View Map
1540335,CHAMPION,No,"Mediese Sentrum, 20 Buiten Street, Schweizer-reneke",Schweizer-Reneke,North West,053 9631324,25°19′51.781″E,27°11′23.742″S,View Map
1540688,DESAI,Yes,3 Emily Hobhouse Street,Klerksdorp,North West,018 4623347,18°25′27.12″E,33°55′12″S,View Map
1540718,MODISANE,Yes,"Stand 222 Zone 1, Letlhabile",North West,North West,012 2512095,,,
1540793,SELETELA,Yes,"Shop 2 Plot 0928, Bethanie",Rustenburg,North West,012 2600939,27°36′19.236″E,25°33′13.662″S,View Map
1542907,NTSHABELE,Yes,"226 Botha Road, Northam",Thabazimbi,North West,014 7840393,27°15′54.118″E,24°57′12.94″S,View Map
1482122,PIETERS,Yes,"Medical Centre, 10 Voortrekker Street, Christiana",Christiana,North West,053 4412227,25°10′16.766″E,27°54′46.817″S,View Map
1484052,MOSAM,Yes,"14 Plein Street, Klerksdorp",Klerksdorp,North West,018 4624390,26°39′52.062″E,26°51′51.31″S,View Map
1487779,MOTALA,Yes,"14 Plein Street, Klerksdorp",Klerksdorp,North West,018 4624390,26°39′52.062″E,26°51′51.31″S,View Map
1491016,DE KLERK,No,"89 Romareo Centre, Corner Of Buffeldoorn And Tom, Wilkoppies",Klerksdorp,North West,018 468 6512,26°40′38.586″E,26°50′22.012″S,View Map
1494821,MOUTON,Yes,"Suite 103 Mooimed Private, Hospital 1 Chief Albert Luthuli, Potchefstroom",Potchefstroom,North West,018 2930384,27°5′47.4″E,26°42′1.08″S,View Map
1503472,KHAN,Yes,"Shop 6 Noordpark Centre, Geyer Street, Wolmaransstad",Wolmaransstad,North West,018 5961427,25°58′47.56″E,27°12′43.519″S,View Map
1503588,KHUBEDU,Yes,"Modises Coalyard, Mothutlung Road, Mothotlung",Brits,North West,012 7092523,27°53′35.903″E,25°36′14.717″S,View Map
1503685,RAMAFUTHULA,Yes,"Tlhabane Garden, 2133 Pilane Street, Tlhabane",Tlhabane,North West,014 5656699,27°13′3.384″E,25°38′34.72″S,View Map
1507516,LALA,Yes,"38 Commissioner Street, Klerksdorp",Klerksdorp,North West,018 4623646,26°39′43.995″E,26°52′0.459″S,View Map
1509292,PITSOE,Yes,"179 Bethlehem Drive, Rustenburg",Rustenburg,North West,014 5971064,27°13′45.372″E,25°40′8.472″S,View Map
1423266,DE WET,Yes,"26 Dr James Moroka Avenue, Potchefstroom",Potchefstroom,North West,018 2978541,27°6′1.592″E,26°42′40.442″S,View Map
1423347,THERON,No,"Arrie Nel Brits Pharmacy Cnr, Carel De Wet & Potgieter Street, Brits",Brits,North West,012 2523391,27°47′4.399″E,25°37′48.829″S,View Map
